Unnamed: 0,統一編號,公司名稱,公司地址,資本額總額,核准設立日期,最後核准變更日期,公司狀態,代表人/創辦人/員工,產業別,資本額(標準化),成立順序,lat,lon,lat_lon,配發公司,配發公司地址,接近險勿設施(加油站)
105,25059750,祥惟工程有限公司,基隆市中正區正船里中船路98號,1000000,2009-10-29,,核准設立,陳明煌,電器承裝業,-0.257,4,25.137723,121.75131299999998,"(25.137723, 121.75131299999998)",11,基隆通訊處,False
106,31517804,靖心水電工程行,基隆市中正區正義路50號,200000,2012-07-02,2012-07-02,核准設立 - 獨資,,電器承裝業,-0.541,5,25.133876,121.74814099999999,"(25.133876, 121.74814099999999)",11,基隆通訊處,False
107,41255012,佑霖企業社,基隆市信義區東信路332號1樓,80000,2015-05-11,2019-10-09,歇業 - 獨資 (核准文號: 1080002186),,電器承裝業,-0.584,6,25.128629,121.758397,"(25.128629, 121.758397)",11,基隆通訊處,True
108,42161506,勝豐水電工程行,基隆市中正區中正路119巷1弄20號,200000,2016-06-14,2016-06-14,核准設立 - 獨資 (核准文號: 1050001198),,電器承裝業,-0.541,7,25.141587,121.75843300000001,"(25.141587, 121.75843300000001)",11,基隆通訊處,False
109,56285513,福燿有限公司,基隆市信義區孝忠里深美街200巷6號,100000,2017-03-03,,核准設立,陳福丁,電器承裝業,-0.5770000000000001,8,25.137407999999997,121.77686299999999,"(25.137407999999997, 121.77686299999999)",11,基隆通訊處,False
110,54987124,東陵興業股份有限公司,基隆市信義區東明路77巷53-3號,1000000,2019-04-15,,核准設立,林佳陵,配管工程業、電器承裝業,-0.257,9,25.126212,121.761804,"(25.126212, 121.761804)",11,基隆通訊處,False
111,82221635,吉榮工程行,基隆市信義區深澳坑路57之17號5樓,200000,2019-07-17,,核准設立 - 獨資 (核准文號: 1080001577),江品騰,電器承裝業,-0.541,10,25.127728,121.78503500000001,"(25.127728, 121.78503500000001)",11,基隆通訊處,False
112,85218140,益源工程行,基隆市信義區東信路3巷101號3樓,200000,2020-03-04,,核准設立 - 獨資 (核准文號: 1090000425),鄭智元,電器承裝業,-0.541,11,25.12676,121.768638,"(25.12676, 121.768638)",11,基隆通訊處,False
113,16183151,珈佳有限公司,基隆市中正區中正里中正路485號,6000000,1997-07-31,2020-02-05,核准設立,,建築物清潔服務業,3.088,1,25.152305,121.76746100000001,"(25.152305, 121.76746100000001)",11,基隆通訊處,True
114,30253023,每冠清潔工程行,基隆市信義區仁義里信一路96巷14號1樓,240000,2009-06-05,2009-08-13,核准設立 - 獨資,,建築物清潔服務業,-0.561,2,25.129103,121.75051299999998,"(25.129103, 121.75051299999998)",11,基隆通訊處,False
115,30256231,勝文環保企業社,基隆市中正區中正里中正路656巷118號1樓,1200000,2009-11-26,2017-06-14,核准設立 - 獨資 (核准文號: 1060001214),,建築物清潔服務業,0.047,3,25.149892,121.76737299999999,"(25.149892, 121.76737299999999)",11,基隆通訊處,True
116,53377551,大禹海事工程有限公司,基隆市信義區東信里正信路227巷23弄38號6樓,1000000,2011-03-31,2016-06-22,核准設立,,建築物清潔服務業,-0.079,4,25.134649,121.76496599999999,"(25.134649, 121.76496599999999)",11,基隆通訊處,False
117,54542684,明泉工程有限公司,基隆市信義區東明路77巷38號1樓,500000,2013-11-22,2016-05-11,核准設立,,建築物清潔服務業,-0.396,5,25.126897,121.76163400000002,"(25.126897, 121.76163400000002)",11,基隆通訊處,False
118,24872764,愛走動有限公司,基隆市信義區東信路242號1樓,500000,2015-02-24,2019-03-29,核准設立,,建築物清潔服務業,-0.396,6,25.128096,121.762169,"(25.128096, 121.762169)",11,基隆通訊處,False
119,42840694,小當家清潔有限公司,基隆市信義區東信路105號6樓,200000,2016-01-08,2019-04-08,核准設立,,建築物清潔服務業,-0.586,7,25.128035,121.764398,"(25.128035, 121.764398)",11,基隆通訊處,False
120,57103054,育瀧工程顧問有限公司,基隆市仁愛區愛一路103之3號,1000000,2017-08-24,,核准設立,歐珮如,建築物清潔服務業,-0.079,8,25.127987,121.74014299999999,"(25.127987, 121.74014299999999)",11,基隆通訊處,False
121,72639295,倍潔環保工程行,基隆市信義區東明路77巷152號4樓,500000,2017-10-17,2019-01-03,歇業 - 獨資 (核准文號: 1080000020),,建築物清潔服務業,-0.396,9,25.126471,121.760694,"(25.126471, 121.760694)",11,基隆通訊處,True
122,72639464,拉法清潔工程行,基隆市信義區東信路236巷41-3號,240000,2017-10-25,2020-02-12,歇業 - 獨資 (核准文號: 1090000261),,建築物清潔服務業,-0.561,10,25.132360000000002,121.763177,"(25.132360000000002, 121.763177)",11,基隆通訊處,False
123,54986666,淞美清潔有限公司,基隆市信義區東信路105號六樓,1000000,2019-04-11,,核准設立,張崑淞,建築物清潔服務業、病媒防治業,-0.079,11,25.128035,121.764398,"(25.128035, 121.764398)",11,基隆通訊處,False
124,5072214,毓記有限公司,基隆市中正區中正路343號1樓,5000000,1980-06-03,2018-07-27,核准設立,,食品什貨批發業,1.93,1,25.148837,121.762266,"(25.148837, 121.762266)",11,基隆通訊處,False
125,28789289,迎美生技有限公司,基隆市信義區深溪路180號2樓,6000000,2007-09-05,2019-05-24,核准設立,,食品什貨批發業,2.456,2,25.134689,121.782705,"(25.134689, 121.782705)",11,基隆通訊處,False
126,24215614,泉利米香食品有限公司,基隆市信義區信二路219號1樓,3000000,2008-08-11,2016-06-20,核准設立,,食品什貨批發業,0.8759999999999999,3,25.129742,121.748949,"(25.129742, 121.748949)",11,基隆通訊處,False
127,25000251,全德旺實業有限公司,基隆市仁愛區愛九路11號,2000000,2009-07-24,2017-11-07,核准設立,,食品什貨批發業,0.35,4,25.127547,121.752683,"(25.127547, 121.752683)",11,基隆通訊處,False
128,25095658,妮歐麗膚有限公司,基隆市仁愛區愛三路120號3樓,250000,2009-12-24,2016-04-26,核准設立,,食品什貨批發業,-0.5720000000000001,5,25.129667,121.74356100000001,"(25.129667, 121.74356100000001)",11,基隆通訊處,False
129,72636305,綉瑜企業社,基隆市信義區正信路227巷21弄37號1樓,200000,2017-06-01,2017-06-01,停業 (停業起迄日期 107年09月17日 至 108年09月16日) - 獨資,,食品什貨批發業,-0.598,6,25.135401,121.765049,"(25.135401, 121.765049)",11,基隆通訊處,False
130,42979161,京贊商務訊息諮詢有限公司,基隆市信義區東信里28鄰正信路227巷23弄7號底一層,100000,2018-08-07,,核准設立,張瀞尹,食品什貨批發業,-0.6509999999999999,7,25.134710000000002,121.764293,"(25.134710000000002, 121.764293)",11,基隆通訊處,False
131,42980603,谷基行銷有限公司,基隆市中正區祥豐街93-1號,500000,2018-08-14,,核准設立,張仁宇,食品什貨批發業,-0.44,8,25.142526,121.763543,"(25.142526, 121.763543)",11,基隆通訊處,True
132,54951977,笙普有限公司,基隆市中正區港通里中正路34號6樓之5,100000,2018-10-15,,核准設立,朱慧英,食品什貨批發業,-0.6509999999999999,9,25.133379,121.744927,"(25.133379, 121.744927)",11,基隆通訊處,True
133,82216268,彩虹國際企業社,基隆市中正區中正路640巷30-3號4樓,200000,2019-02-22,,核准設立 - 獨資 (核准文號: 1080000347),黎虹妤,食品什貨批發業,-0.598,10,25.150301000000002,121.766806,"(25.150301000000002, 121.766806)",11,基隆通訊處,True
134,54988101,金河馬國際行銷有限公司,基隆市信義區東光路205巷32號五樓,100000,2019-04-18,,核准設立,張育玲,其他綜合零售業、食品什貨批發業,-0.6509999999999999,11,25.130993,121.76675300000001,"(25.130993, 121.76675300000001)",11,基隆通訊處,False
135,83540263,品鈊有限公司,基隆市信義區東信里花源三街56號,200000,2020-01-17,,核准設立,陳世維,食品什貨批發業、布疋、衣著、鞋、帽、傘、服飾品批發業,-0.598,12,25.134023000000003,121.764321,"(25.134023000000003, 121.764321)",11,基隆通訊處,False
136,83471364,美麗信生物科技有限公司,基隆市信義區東明里東光路261-59號1樓,50000,2020-01-22,,核准設立,陳裕勛,飲料批發業、食品什貨批發業,-0.677,13,25.132824,121.76908600000002,"(25.132824, 121.76908600000002)",11,基隆通訊處,False
137,83559038,禾豊貿易有限公司,基隆市信義區東信里正信路227巷23弄22號5樓,1000000,2020-03-25,,核准設立,張正典,布疋、衣著、鞋、帽、傘、服飾品批發業、食品什貨批發業,-0.177,14,25.13459,121.76463400000002,"(25.13459, 121.76463400000002)",11,基隆通訊處,False
138,23978281,燿福有限公司,基隆市信義區正信路4－11號1樓,3000000,1991-01-28,2009-05-11,核准設立,,燃料導管安裝工程業,-0.246,1,25.129658,121.760718,"(25.129658, 121.760718)",11,基隆通訊處,True
139,89550576,浩鼎實業有限公司,基隆市中正區正義路2巷42-3號4樓,10000000,1995-06-13,2010-04-29,核准設立,,燃料導管安裝工程業,1.338,2,25.13364,121.748924,"(25.13364, 121.748924)",11,基隆通訊處,False
140,18309326,恆隆工程行,基隆市信義區東美一街48號1樓,200000,2001-08-23,2011-12-08,核准設立 - 獨資,,燃料導管安裝工程業,-0.88,3,25.136825,121.772274,"(25.136825, 121.772274)",11,基隆通訊處,False
141,49858613,鴻順工程行,基隆市信義區孝德里福民街五五巷二０號一樓,480000,2005-08-29,2011-07-14,核准設立 - 獨資,,燃料導管安裝工程業,-0.8170000000000001,4,25.132588000000002,121.77600600000001,"(25.132588000000002, 121.77600600000001)",11,基隆通訊處,False
142,28498851,吉晟工程有限公司,基隆市信義區教忠街194巷73號,2000000,2006-10-14,2016-05-25,解散 (核准解散日期: 2019-03-21),,燃料導管安裝工程業,-0.473,5,25.138491000000002,121.78136,"(25.138491000000002, 121.78136)",11,基隆通訊處,False
143,53400976,榮賢工程有限公司,基隆市中正區港通里中正路34號3樓之3,12000000,2011-05-16,2015-03-27,核准設立,,燃料導管安裝工程業,1.791,6,25.133379,121.744927,"(25.133379, 121.744927)",11,基隆通訊處,True
144,26563742,品逸工程行,基隆市中正區中正路460號2樓,200000,2011-09-26,2011-09-26,核准設立 - 獨資,,燃料導管安裝工程業,-0.88,7,25.148139999999998,121.76184199999999,"(25.148139999999998, 121.76184199999999)",11,基隆通訊處,False
145,37755113,耀發水電工程行,基隆市中正區中正路434-2號1樓,1000000,2012-11-07,2019-02-19,核准設立 - 獨資 (核准文號: 1080000319),,燃料導管安裝工程業,-0.6990000000000001,8,25.146969,121.76148300000001,"(25.146969, 121.76148300000001)",11,基隆通訊處,False
146,42776222,辰竤有限公司,基隆市中正區新豐街327巷31號1樓,10000000,2016-02-23,,核准設立,林佩伶,燃料導管安裝工程業,1.338,9,25.13445,121.78583200000001,"(25.13445, 121.78583200000001)",11,基隆通訊處,False
147,59055563,上豪國際機械有限公司,基隆市中正區中船路5巷36號,2000000,2018-01-12,,核准設立,張文川,燃料導管安裝工程業,-0.473,10,25.137798999999998,121.75045700000001,"(25.137798999999998, 121.75045700000001)",11,基隆通訊處,False
